scenario,year,round,rainfall_any,n_drivers,n_simulations,expected_under,expected_neutral,expected_over,mc_mean_under,mc_mean_neutral,mc_mean_over
austrian_2023_perm_wet,2023,9,1,20,10000,4.626666666666667,9.369999999999997,6.003333333333333,4.6185,9.3858,5.9957
