scenario,year,round,rainfall_any,n_drivers,n_simulations,expected_under,expected_neutral,expected_over,mc_mean_under,mc_mean_neutral,mc_mean_over
british_2023_perm_dry,2023,10,0,20,10000,5.950000000000001,9.260000000000002,4.789999999999999,5.9442,9.2505,4.805299999999999
