scenario,year,round,rainfall_any,n_drivers_sim,observed_under,observed_neutral,observed_over,n_drivers_observed,expected_under,expected_neutral,expected_over,delta_under,abs_error_under,squared_error_under,rmse_under,delta_neutral,abs_error_neutral,squared_error_neutral,rmse_neutral,delta_over,abs_error_over,squared_error_over,rmse_over,total_abs_error
azerbaijan_2023_street_dry,2023,4,0,20,3.0,13.0,4.0,20,4.3566666666666665,10.306666666666668,5.336666666666668,1.3566666666666665,1.3566666666666665,1.8405444444444439,1.3566666666666665,-2.6933333333333316,2.6933333333333316,7.254044444444435,2.6933333333333316,1.3366666666666678,1.3366666666666678,1.7866777777777807,1.3366666666666678,5.386666666666666
monaco_2023_street_wet,2023,6,1,20,4.0,13.0,3.0,20,5.656666666666666,9.98,4.363333333333333,1.6566666666666663,1.6566666666666663,2.7445444444444433,1.6566666666666663,-3.0199999999999996,3.0199999999999996,9.120399999999998,3.0199999999999996,1.3633333333333333,1.3633333333333333,1.8586777777777777,1.3633333333333333,6.039999999999999
austrian_2023_perm_wet,2023,9,1,20,4.0,8.0,8.0,20,4.626666666666667,9.369999999999996,6.003333333333333,0.6266666666666669,0.6266666666666669,0.39271111111111145,0.6266666666666669,1.3699999999999957,1.3699999999999957,1.876899999999988,1.3699999999999957,-1.996666666666667,1.996666666666667,3.9866777777777793,1.996666666666667,3.9933333333333296
british_2023_perm_dry,2023,10,0,20,4.0,12.0,4.0,20,5.950000000000001,9.260000000000002,4.789999999999999,1.950000000000001,1.950000000000001,3.802500000000004,1.950000000000001,-2.7399999999999984,2.7399999999999984,7.507599999999991,2.7399999999999984,0.7899999999999991,0.7899999999999991,0.6240999999999987,0.7899999999999991,5.479999999999999
