year,round,airtemp_mean,airtemp_min,airtemp_max,tracktemp_mean,humidity_mean,pressure_mean,windspeed_mean,rainfall_any
2023,8,18.530246913580246,17.0,19.5,30.593209876543213,63.901234567901234,1011.5524691358024,1.9419753086419755,False
2023,9,22.398039215686275,21.5,23.2,32.05424836601307,52.04575163398693,934.0156862745098,1.0973856209150328,True
2023,10,21.473509933774835,20.0,22.5,30.94105960264901,56.18543046357616,1001.2258278145696,3.023841059602649,False
2023,11,28.808536585365857,27.7,29.6,48.579268292682926,32.80487804878049,988.4018292682927,1.4408536585365854,False
2023,12,17.873333333333335,16.8,19.2,28.24066666666667,61.92666666666667,966.6273333333334,1.5946666666666667,True
2023,13,16.791866028708135,14.6,18.4,24.94114832535885,70.77511961722487,1007.8244019138756,2.8215311004784693,True
2023,14,29.330128205128204,28.4,30.3,42.92820512820513,42.32051282051282,1000.5615384615385,1.13974358974359,False
2023,15,29.844318181818185,29.4,30.2,36.42215909090909,72.0284090909091,1008.9784090909092,1.4159090909090908,False
2023,16,27.28860759493671,26.9,27.7,42.070253164556966,42.31645569620253,1012.9335443037975,1.8297468354430382,False
2023,17,31.46289308176101,30.8,32.3,36.93207547169811,73.15723270440252,1009.7748427672957,0.889937106918239,False
2023,18,29.96011904761905,28.5,31.0,40.62857142857143,41.910714285714285,993.7309523809523,3.314285714285714,False
2023,19,25.54736842105263,24.1,26.9,45.63947368421053,23.55263157894737,779.5205263157894,1.4900000000000002,False
2023,20,20.460109289617485,19.6,21.1,46.775956284153004,58.17486338797814,927.9005464480873,1.3092896174863389,True
2023,21,18.05,17.9,18.2,17.994444444444444,47.361111111111114,939.7814814814815,2.300925925925926,False
2023,22,26.96282051282051,26.3,27.7,33.46089743589744,51.0,1014.9275641025641,1.794871794871795,False
